"","Gene Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Direction","Checked","Protein FDR Confidence: Combined","Master","Accession","Description","Exp. q_value: Combined","Sum PEP Score","Coverage [%]","No Peptides","No Isoforms","No PSMs","No Unique Peptides","No AAs","MW [kDa]","calc. pI","Score Sequest HT: Sequest HT","No Peptides (by Search Engine): Sequest HT","Biological Process","Cellular Component","Molecular Function","Pfam IDs","Entrez Gene ID","Gene ID","Ensembl Gene ID","Reactome Pathways","WikiPathways","No Protein Pathway Groups","No Razor Peptides","Abundances (Grouped): 2G11_Control_DMSO_1","Abundances (Grouped): 2G11_Control_DMSO_2","Abundances (Grouped): 2G11_Control_DMSO_3","Abundances (Grouped): SI8_AD_Abeta42_1","Abundances (Grouped): SI8_AD_Abeta42_2","Abundances (Grouped): SI8_AD_Abeta42_3","Abundances (Grouped): SI8_AD_Abeta42_Losma_1","Abundances (Grouped): SI8_AD_Abeta42_Losma_2","Abundances (Grouped): SI8_AD_Abeta42_Losma_3","Found in Sample: [S1] F1: 126, Sample, 2G11_Control_DMSO_1","Found in Sample: [S2] F1: 127N, Sample, 2G11_Control_DMSO_2","Found in Sample: [S3] F1: 127C, Sample, 2G11_Control_DMSO_3","Found in Sample: [S10] F1: 131, Sample, 2G11_Losma","Found in Sample: [S4] F1: 128N, Sample, SI8_AD_Abeta42_1","Found in Sample: [S5] F1: 128C, Sample, SI8_AD_Abeta42_2","Found in Sample: [S6] F1: 129N, Sample, SI8_AD_Abeta42_3","Found in Sample: [S7] F1: 129C, Sample, SI8_AD_Abeta42_Losma_1","Found in Sample: [S8] F1: 130N, Sample, SI8_AD_Abeta42_Losma_2","Found in Sample: [S9] F1: 130C, Sample, SI8_AD_Abeta42_Losma_3","No Protein Groups","Modifications","missing","ENSEMBL"
"1361","ATXN2L",0.0342198503246154,6.66162085145471,0.527845835899033,0.609601979626624,0.730952260257644,-6.85730947284406,"NONE",FALSE,"High","Master Protein","Q8WWM7","Ataxin-2-like protein [OS=Homo sapiens]",0,101.926,10,7,9,21,7,1075,113.3,8.59,53.76,7,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes","other membranes;cytosol;nucleus;other cell component","nucleic acid binding activity","Pf06741, Pf07145, Pf14438","11273","A8K1R6; B9EGM2; E9PAR9; hsa:11273; O95135; Q63ZY4; Q6NVJ8; Q6PJW6; Q8IU61; Q8IU95; Q8WWM3; Q8WWM4; Q8WWM5; Q8WWM6; Q8WWM7; Q99703","ENSG00000168488",NA,"16p11.2 distal deletion syndrome",1,0,83.4,85.5,87.2,103.6,107.4,114.2,107.8,109.9,115,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S111(100); S339(100); S449(100); S559(98.9); S594(100)]",0,"ENSG00000168488"
"1362","TUBB2B",-0.0417933363523142,6.63709843833442,-0.527216193391042,0.610022658376784,0.730952260257644,-6.85766297959081,"NONE",FALSE,"High","Master Protein","Q9BVA1","Tubulin beta-2B chain [OS=Homo sapiens]",0,281.564,42,14,22,61,5,445,49.9,4.89,162.78,14,"cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes","cytoskeleton;other cell component","cytoskeletal activity;other molecular function","Pf00091, Pf03953","347733","A8K068; hsa:347733; Q9BVA1","ENSG00000137285","MHC class II antigen presentation; Translocation of SLC2A4 (GLUT4) to the plasma membrane; Recruitment of NuMA to mitotic centrosomes; Assembly and cell surface presentation of NMDA receptors; Intraflagellar transport; Recycling pathway of L1; COPI-dependent Golgi-to-ER retrograde traffic; Separation of Sister Chromatids; The role of GTSE1 in G2/M progression after G2 checkpoint; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane; Gap junction assembly; Resolution of Sister Chromatid Cohesion; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; Formation of tubulin folding intermediates by CCT/TriC; Post-chaperonin tubulin folding pathway; RHO GTPases activate IQGAPs; RHO GTPases Activate Formins; COPI-mediated anterograde transport; COPI-independent Golgi-to-ER retrograde traffic; Carboxyterminal post-translational modifications of tubulin; HCMV Early Events; Activation of AMPK downstream of NMDARs; Aggrephagy; EML4 and NUDC in mitotic spindle formation; Sealing of the nuclear envelope (NE) by ESCRT-III; Kinesins; PKR-mediated signaling; Prefoldin mediated transfer of substrate  to CCT/TriC; Hedgehog 'off' state","Alzheimer's disease and miRNA effects; Pathogenic Escherichia coli infection; Parkin-ubiquitin proteasomal system pathway; Alzheimer's disease",35,13,105.8,98.9,103.7,99,82.6,111.1,97.8,99.6,98.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T55(100); S75(100); S172(100); T312(100)]",0,"ENSG00000137285"
"1363","PARD3",-0.0712494209492851,6.65144914122474,-0.522675215815302,0.613061022311218,0.734053990030746,-6.8602006777077,"NONE",FALSE,"High","Master Protein","Q8TEW0","Partitioning defective 3 homolog [OS=Homo sapiens]",0,45.03,5,5,5,7,5,1356,151.3,7.68,25.59,5,"cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;other cell component","other molecular function","Pf00595, Pf12053","56288","F5H5T0; hsa:56288; Q5T2U1; Q5VUA2; Q5VUA3; Q5VWV0; Q5VWV1; Q5VWV3; Q5VWV4; Q5VWV5; Q6IQ47; Q8TCZ9; Q8TEW0; Q8TEW1; Q8TEW2; Q8TEW3; Q96K28; Q96RM6; Q96RM7; Q9BY57; Q9BY58; Q9HC48; Q9NWL4; Q9NYE6","ENSG00000148498","Tight junction interactions; TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)","Chemokine signaling pathway; Complement system in neuronal development and plasticity",4,0,92.1,91.8,90.5,101.2,131.1,99,106.2,89.1,120.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S383(100); S695(99.2); S873(100)]",0,"ENSG00000148498"
"1364","RFTN2",-0.0539169008902496,6.59468185676157,-0.518484267824209,0.615872062125527,0.736879182836408,-6.8625243690741,"NONE",FALSE,"High","Master Protein","Q52LD8","Raftlin-2 [OS=Homo sapiens]",0,7.514,2,1,1,2,1,501,55.9,5.83,3.27,1,"transport;other biological processes","plasma membrane;other membranes",NA,"Pf15250","130132","hsa:130132; Q14DH4; Q2TA69; Q52LD8; Q53QE0; Q53SE1; Q96NM3","ENSG00000162944",NA,NA,0,0,113.4,117.5,107.2,92.5,67.4,107.8,93.1,91,91.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S453(99.5)]",0,"ENSG00000162944"
"1365","ACTB",-0.0355095479702747,6.58926624591069,-0.51362007269213,0.619142910466985,0.740249985261626,-6.86519917277666,"NONE",FALSE,"High","Master Protein","P60709","Actin, cytoplasmic 1 [OS=Homo sapiens]",0,328.803,46,14,22,125,6,375,41.7,5.48,365.96,14,"cell organization and biogenesis;developmental processes;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component","cytoskeletal activity;other molecular function","Pf00022","60","hsa:60; P02570; P60709; P70514; P99021; Q11211; Q64316; Q75MN2; Q96B34; Q96HG5","ENSG00000075624","UCH proteinases; Clathrin-mediated endocytosis; DNA Damage Recognition in GG-NER; RHOF GTPase cycle; Adherens junctions interactions; Regulation of actin dynamics for phagocytic cup formation; FCGR3A-mediated phagocytosis; Recycling pathway of L1; Sensory processing of sound by inner hair cells of the cochlea; Sensory processing of sound by outer hair cells of the cochlea; RHO GTPases Activate WASPs and WAVEs; Translocation of SLC2A4 (GLUT4) to the plasma membrane; RHO GTPases activate IQGAPs; RHO GTPases Activate Formins; B-WICH complex positively regulates rRNA expression; Signaling by BRAF and RAF1 fusions; EPHB-mediated forward signaling; VEGFA-VEGFR2 Pathway; Factors involved in megakaryocyte development and platelet production; EPH-ephrin mediated repulsion of cells; HATs acetylate histones; Interaction between L1 and Ankyrins; Prefoldin mediated transfer of substrate  to CCT/TriC; Signaling by moderate kinase activity BRAF mutants; Paradoxical activation of RAF signaling by kinase inactive BRAF; Signaling downstream of RAS mutants; Signaling by RAF1 mutants; MAP2K and MAPK activation; Signaling by high-kinase activity BRAF mutants; Formation of annular gap junctions; Folding of actin by CCT/TriC; Cell-extracellular matrix interactions","Arrhythmogenic right ventricular cardiomyopathy; Pathogenic Escherichia coli infection; Common pathways underlying drug addiction; Myometrial relaxation and contraction pathways; Focal adhesion; Fas ligand pathway and stress induction of heat shock proteins; Ebola virus infection in host; Acute viral myocarditis; Thermogenesis; Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms; Overlap between signal transduction pathways contributing to LMNA laminopathies; Pleural mesothelioma; Regulation of actin cytoskeleton; Network map of SARS-CoV-2 signaling pathway",47,11,116.9,112.2,116.8,90.4,79.1,91.9,95,89.2,88.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T66(100); S233(98.7)]",0,"ENSG00000075624"
"1366","ACIN1",-0.0750115492695658,6.55831590254003,-0.511224958873345,0.620756700121475,0.741186305300426,-6.86650747402307,"NONE",FALSE,"High","Master Protein","Q9UKV3","Apoptotic chromatin condensation inducer in the nucleus [OS=Homo sapiens]",0,99.137,10,11,12,39,11,1341,151.8,6.43,95.06,11,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf02037, Pf16294","22985","B2RTT4; D3DS45; hsa:22985; O75158; Q9UG91; Q9UKV1; Q9UKV2; Q9UKV3","ENSG00000100813","mRNA Splicing - Major Pathway; Apoptotic cleavage of cellular proteins",NA,2,0,123.4,121.2,120.5,76.5,109.4,72.9,89.3,77.4,91.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S216(100); S365(100); S386(99.6); S388(100); T414(100); S490(100); S710(100); S729(100); S825(100); S990(100); S1004(100)]",0,"ENSG00000100813"
"1367","TAB2",-0.0553394484283247,6.62377418124025,-0.511109775687,0.620834362344168,0.741186305300426,-6.86657024556116,"NONE",FALSE,"High","Master Protein","Q9NYJ8","TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 [OS=Homo sapiens]",0,27.67,5,2,2,2,2,693,76.4,8.54,8.32,2,"stress response;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component","other molecular function","Pf02845","23118","B2RCC4; E1P5A0; hsa:23118; O94838; Q6I9W8; Q76N06; Q9NYJ8; Q9UFP7","ENSG00000055208","SARS-CoV-2 activates/modulates innate and adaptive immune responses; FCERI mediated NF-kB activation; Downstream TCR signaling; CLEC7A (Dectin-1) signaling; TRAF6-mediated induction of TAK1 complex within TLR4 complex; IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation; Nuclear signaling by ERBB4; JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1; NOD1/2 Signaling Pathway; TAK1-dependent IKK and NF-kappa-B activation  ; TNFR1-induced NF-kappa-B signaling pathway; TICAM1,TRAF6-dependent induction of TAK1 complex; activated TAK1 mediates p38 MAPK activation; IRAK2 mediated activation of TAK1 complex; Alpha-protein kinase 1 signaling pathway","IL-1 signaling pathway; RANKL/RANK signaling pathway; TNF-alpha signaling pathway; Interleukin-1 (IL-1) structural pathway; MAPK signaling pathway; TLR4 signaling and tolerance; Exercise-induced circadian regulation; miRNA role in immune response in sepsis; Measles virus infection; Hepatitis B infection; Toll-like receptor signaling pathway",27,0,84.9,67.6,76.2,113.2,110,118.4,97.9,117.9,115.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S372(100); S582(100)]",0,"ENSG00000055208"
"1368","SRSF1",-0.0605508844890839,6.52079168565471,-0.507625034251658,0.623186268369475,0.742834802990801,-6.86846299794617,"NONE",FALSE,"High","Master Protein","Q07955","Serine/arginine-rich splicing factor 1 [OS=Homo sapiens]",0,53.241,13,5,6,29,5,248,27.7,10.36,59.74,5,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;transport;developmental processes;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00076","6426","B2R6Z7; D3DTZ3; hsa:6426; Q07955; Q13809","ENSG00000136450","Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination; mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway","mRNA processing",7,0,133.5,133.7,128.3,72.7,83.3,72.2,87.1,70.1,85.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S199(100); S205(99); S234(100); S238(100)]",0,"ENSG00000136450"
"1369","SMARCA5",0.0379374317840577,6.4097807051545,0.506721526946717,0.623796791364349,0.742834802990801,-6.86895173967628,"NONE",FALSE,"High","Master Protein","O60264","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [OS=Homo sapiens]",0,15.12,4,2,2,2,2,1052,121.8,8.09,6.34,2,"cell organization and biogenesis;DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00176, Pf00271, Pf09110, Pf09111","8467","hsa:8467; O60264","ENSG00000153147","Deposition of new CENPA-containing nucleosomes at the centromere; B-WICH complex positively regulates rRNA expression; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; NoRC negatively regulates rRNA expression","10q11.21q11.23 copy number variation syndrome",5,0,154.9,153.7,143,60.6,53.7,60.3,72.5,76.2,68.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S66(100); S116(100)]",0,"ENSG00000153147"
"1370","ZNF521",0.0382961336183794,6.66849336081526,0.506400343073596,0.624013895984753,0.742834802990801,-6.86912528160787,"NONE",FALSE,"High","Master Protein","Q96K83","Zinc finger protein 521 [OS=Homo sapiens]",0,15,2,2,2,2,2,1311,147.8,7.01,4.78,2,"developmental processes;other biological processes","nucleus","nucleic acid binding activity;other molecular function","Pf00096, Pf12874, Pf13912","25925","A3QVP7; B0YJB7; hsa:25925; Q8IXI0; Q8TES6; Q96K83; Q9C065; Q9HAL5; Q9UFK4","ENSG00000198795","Formation of the anterior neural plate; Formation of the posterior neural plate; RUNX2 regulates osteoblast differentiation",NA,3,0,96.5,104.4,92.7,101.1,96.6,106.7,100.2,109.1,109.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S273(100); S605(100)]",0,"ENSG00000198795"
"1371","CCDC9",0.0710519935071545,6.53581319563717,0.506367860523215,0.624035854718375,0.742834802990801,-6.86914282676054,"NONE",FALSE,"High","Master Protein","Q9Y3X0","Coiled-coil domain-containing protein 9 [OS=Homo sapiens]",0,18.171,6,2,2,3,2,531,59.7,5.4,8.69,2,NA,"nucleus","nucleic acid binding activity","Pf15266","26093","hsa:26093; Q9Y3X0","ENSG00000105321",NA,"IL-18 signaling pathway",1,0,125.6,138.2,116.7,67.4,86.6,72,91,74.5,95.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S80(100); S386(100)]",0,"ENSG00000105321"
"1372","QSOX2",0.0453701637657078,6.58476653085196,0.505689481012688,0.624494539073606,0.742838985253736,-6.86950900355062,"NONE",FALSE,"High","Master Protein","Q6ZRP7","Sulfhydryl oxidase 2 [OS=Homo sapiens]",0,16.9,6,2,2,3,2,698,77.5,7.72,7.32,2,"protein metabolism;other metabolic processes","non-structural extracellular;plasma membrane;other membranes;ER/Golgi;nucleus","other molecular function","Pf00085, Pf04777, Pf18108, Pf18371","169714","A2CEE0; A6NLB0; hsa:169714; Q5TB37; Q6ZRP7; Q7Z7B6; Q86VV7; Q8N3G2","ENSG00000165661",NA,NA,0,0,114,115.5,103.6,81.4,82.2,94.5,101.1,91.8,89.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S11(100); S578(99.6)]; Met-loss [N-Term]",0,"ENSG00000165661"
"1373","NCKIPSD",0.0463978602295558,6.66709221353813,0.502510172914672,0.626646472314365,0.743994732448221,-6.87121893496168,"NONE",FALSE,"High","Master Protein","Q9NZQ3","NCK-interacting protein with SH3 domain [OS=Homo sapiens]",0,13.271,2,1,2,4,1,722,78.9,6.38,10.69,1,"cell organization and biogenesis;transport;other biological processes","cytosol;cytoskeleton;nucleus","cytoskeletal activity;other molecular function","Pf00018, Pf09431","51517","B4DFL5; hsa:51517; Q6GU34; Q6SPF3; Q8TC10; Q9NZQ3; Q9UGM8","ENSG00000213672","Regulation of actin dynamics for phagocytic cup formation; FCGR3A-mediated phagocytosis; RHO GTPases Activate WASPs and WAVEs",NA,3,0,87.7,86.2,91.3,112.1,89.3,113.9,107.8,118.9,104.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T180(99.7)]",0,"ENSG00000213672"
"1374","CADM4",-0.0673192129680489,6.57063614277976,-0.501913578369365,0.627050693841905,0.743994732448221,-6.87153866276768,"NONE",FALSE,"High","Master Protein","Q8NFZ8","Cell adhesion molecule 4 [OS=Homo sapiens]",0,45.601,9,2,2,5,2,388,42.8,6.3,24.31,2,"cell adhesion;other biological processes","other membranes;other cell component","signal transduction activity or receptor binding;other molecular function","Pf07686, Pf08205, Pf13927","199731","B2R7L5; hsa:199731; Q8NFZ8; Q9Y4A4","ENSG00000105767",NA,NA,0,0,111,119.1,104.9,77.6,76.9,110.5,83.4,85,103.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S361(100)]",0,"ENSG00000105767"
"1375","SCAF8",0.0368683306237383,6.51861783527168,0.501798802540825,0.627128474935662,0.743994732448221,-6.87160013227987,"NONE",FALSE,"High","Master Protein","Q9UPN6","SR-related and CTD-associated factor 8 [OS=Homo sapiens]",0,42.761,2,2,2,4,2,1271,140.4,8.29,16.58,2,"RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00076, Pf04818","22828","B7Z888; hsa:22828; Q5TBU6; Q6NSK3; Q9BQN8; Q9BX43; Q9UPN6","ENSG00000213079",NA,NA,0,0,134.4,129.7,129.1,78,66.5,72.5,77.7,86.5,86,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S617(99.5)]",0,"ENSG00000213079"
"1376","STIM1",-0.0677060535801939,6.62406548896733,-0.501322088746249,0.627451585133464,0.743994732448221,-6.87185529912554,"NONE",FALSE,"High","Master Protein","Q13586","Stromal interaction molecule 1 [OS=Homo sapiens]",0,26.397,3,2,2,6,2,685,77.4,6.67,18.12,2,"transport;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi","cytoskeletal activity;other molecular function","Pf07647, Pf16533","6786","E9PQJ4; hsa:6786; Q13586; Q8N382","ENSG00000167323","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers; Ion homeostasis; Elevation of cytosolic Ca2+ levels","CAMKK2 pathway; Affected pathways in Duchenne muscular dystrophy",5,0,103.8,101.9,97.7,111,77.7,101.6,112.9,93.7,86.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S257(100); S575(100)]",0,"ENSG00000167323"
"1377","NCAM1",-0.0402124477075816,6.66758254554557,-0.500888474071519,0.627745555503187,0.743994732448221,-6.87208719685962,"NONE",FALSE,"High","Master Protein","P13591-1","Isoform 2 of Neural cell adhesion molecule 1 [OS=Homo sapiens]",0,89.613,8,6,7,29,6,848,93.3,4.87,81.94,6,NA,NA,NA,NA,NA,"P13591-1",NA,NA,NA,0,0,89.6,92.5,89.2,115.6,100.2,107.5,109.8,105.3,104.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S349(100); S774(100); T788(100); T802(99.5)]",0,"ENSG00000149294"
"1378","GLCCI1",-0.0417169575880401,6.66461553880586,-0.498631754847909,0.629276613609015,0.745268093911403,-6.87329101957324,"NONE",FALSE,"High","Master Protein","Q86VQ1","Glucocorticoid-induced transcript 1 protein [OS=Homo sapiens]",0,32.827,8,3,3,4,3,547,58,9.44,16.47,3,NA,"other cell component",NA,"Pf15388","113263","A4D103; hsa:113263; Q86VQ1; Q96FD0","ENSG00000106415",NA,NA,0,0,71,82.9,78.6,108.2,120.2,124.7,107.8,113.4,121.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S223(100); S303(100)]",0,"ENSG00000106415"
"1379","PHF2",-0.0539250590261497,6.65093588376016,-0.496778992821265,0.630534996611022,0.74621690679419,-6.87427549894594,"NONE",FALSE,"High","Master Protein","O75151","Lysine-specific demethylase PHF2 [OS=Homo sapiens]",0,23.572,5,3,3,5,3,1096,120.7,9.17,13.9,3,"cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;developmental processes;other biological processes","nucleus;other cell component","other molecular function","Pf00628, Pf02373, Pf17811","5253","hsa:5253; O75151; Q4VXG0; Q8N3K2; Q9Y6N4","ENSG00000197724","HDMs demethylate histones",NA,1,0,102.7,95.9,100.5,109.4,76.8,114.5,100.4,106.6,95.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S539(99.5); S681(100)]",0,"ENSG00000197724"
"1380","HNRNPC",-0.0382538415732796,6.51144871273399,-0.494545709539071,0.632053484881892,0.747471947338585,-6.8754575458948,"NONE",FALSE,"High","Master Protein","P07910","Heterogeneous nuclear ribonucleoproteins C1/C2 [OS=Homo sapiens]",0,65.048,15,4,8,18,4,306,33.7,5.08,53.46,4,"RNA metabolism OR transcription;other metabolic processes;other biological processes","cytosol;cytoskeleton;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00076","3183","D3DS19; D3DS22; hsa:3183; P07910; P22628; Q53EX2; Q59FD3; Q5FWE8; Q86SF8; Q86U45; Q96HK7; Q96HM4; Q96IY5; Q9BTS3","ENSG00000092199","SUMOylation of RNA binding proteins; mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA; RHOBTB2 GTPase cycle; RHOBTB1 GTPase cycle","mRNA processing",6,0,130.1,131.7,126.1,78.4,68.3,76,86.8,81.1,76.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S233(100)]",0,"ENSG00000092199"
"1381","EML4",0.0435862574889336,6.65284421659319,0.487675005888272,0.636736426043242,0.752464769951174,-6.87906237648437,"NONE",FALSE,"High","Master Protein","Q9HC35","Echinoderm microtubule-associated protein-like 4 [OS=Homo sapiens]",0,26.14,5,2,3,5,2,981,108.8,6.4,22.35,2,"cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes","cytosol;cytoskeleton;other cell component","cytoskeletal activity;other molecular function","Pf00400, Pf03451","27436","A6H8Y6; A6P4T4; A6P4V4; B2RBK3; B2RTW7; B5MCW9; hsa:27436; Q3SWW0; Q53R29; Q53TW8; Q6PJ45; Q9HC35; Q9NV40","ENSG00000143924","EML4 and NUDC in mitotic spindle formation; ALK mutants bind TKIs; Signaling by ALK fusions and activated point mutants","Non-small cell lung cancer",4,0,107.6,97.8,94.8,101.5,88.8,102.8,96,102.2,114.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S144(100); S146(99.5)]",0,"ENSG00000143924"
"1382","GTF2F1",-0.0515053147110596,6.63227552316833,-0.486431461597132,0.637585817362997,0.752923338593641,-6.87970969723605,"NONE",FALSE,"High","Master Protein","P35269","General transcription factor IIF subunit 1 [OS=Homo sapiens]",0,20.528,5,2,2,4,2,517,58.2,7.49,12.3,2,"RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus;other cell component","enzyme regulator activity;nucleic acid binding activity;other molecular function","Pf05793","2962","B2RCS0; hsa:2962; P35269; Q9BWN0","ENSG00000125651","Estrogen-dependent gene expression; Viral Messenger RNA Synthesis; Formation of RNA Pol II elongation complex ; Formation of the Early Elongation Complex; Formation of HIV elongation complex in the absence of HIV Tat; Formation of the HIV-1 Early Elongation Complex; RNA Pol II CTD phosphorylation and interaction with CE during HIV infection; Formation of HIV-1 elongation complex containing HIV-1 Tat; Pausing and recovery of Tat-mediated HIV elongation; Abortive elongation of HIV-1 transcript in the absence of Tat; Tat-mediated HIV elongation arrest and recovery; HIV elongation arrest and recovery; Pausing and recovery of HIV elongation; RNA Polymerase II Pre-transcription Events; TP53 Regulates Transcription of DNA Repair Genes; RNA polymerase II transcribes snRNA genes; mRNA Capping; RNA Pol II CTD phosphorylation and interaction with CE; HIV Transcription Initiation; RNA Polymerase II HIV Promoter Escape; RNA Polymerase II Promoter Escape; RNA Polymerase II Transcription Pre-Initiation And Promoter Opening; RNA Polymerase II Transcription Initiation; mRNA Splicing - Major Pathway; FGFR2 alternative splicing; mRNA Splicing - Minor Pathway; Processing of Capped Intron-Containing Pre-mRNA; Signaling by FGFR2 IIIa TM",NA,32,0,92.6,106.4,92.9,103,106.7,95.4,94.6,112.7,94.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T331(100); S385(100)]",0,"ENSG00000125651"
"1383","TRAPPC10",-0.0478328952629692,6.5915318006386,-0.483015048102232,0.639922214934676,0.755135975974976,-6.88147999743935,"NONE",FALSE,"High","Master Protein","P48553","Trafficking protein particle complex subunit 10 [OS=Homo sapiens]",0,3.997,2,1,1,1,1,1259,142.1,6.04,2.38,1,"cell organization and biogenesis;transport","cytosol;ER/Golgi;other cytoplasmic organelle;other cell component",NA,"Pf12584","7109","hsa:7109; P48553; Q3MIR2; Q86SI7; Q9UMD4; Q9Y4L3","ENSG00000160218","RAB GEFs exchange GTP for GDP on RABs; COPII-mediated vesicle transport",NA,2,0,90.9,112.8,104.2,93.9,90.8,95.9,85.1,99.9,100.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S708(100)]",0,"ENSG00000160218"
"1384","TXLNB",-0.0948587061955832,6.66182198413891,-0.480440358294985,0.641685729321685,0.756669877350426,-6.88280628676791,"NONE",FALSE,"High","Master Protein","Q8N3L3","Beta-taxilin [OS=Homo sapiens]",0,11.28,4,1,1,1,1,684,76.5,4.93,3.69,1,NA,"other cell component","other molecular function","Pf09728","167838","hsa:167838; Q5HYH7; Q5VTF3; Q76L25; Q86T52; Q8N3L3; Q8N3S2","ENSG00000164440",NA,NA,0,0,91.6,92.5,83.8,132.8,84.6,104.3,125.1,107.9,84.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S554(100)]",0,"ENSG00000164440"
"1385","TCEA1",0.0443548738159132,6.68221930713658,0.476182507737969,0.644607272790132,0.759566114941152,-6.88498479414522,"NONE",FALSE,"High","Master Protein","P23193","Transcription elongation factor A protein 1 [OS=Homo sapiens]",0,57.018,5,2,4,17,2,301,33.9,8.38,45.02,2,"RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus","nucleic acid binding activity;other molecular function","Pf01096, Pf07500, Pf08711","6917","A6NF25; A8K339; hsa:6917; P23193; Q15563; Q6FG87","ENSG00000187735","Formation of RNA Pol II elongation complex ; Formation of HIV elongation complex in the absence of HIV Tat; Formation of HIV-1 elongation complex containing HIV-1 Tat; Pausing and recovery of Tat-mediated HIV elongation; Tat-mediated HIV elongation arrest and recovery; HIV elongation arrest and recovery; Pausing and recovery of HIV elongation; RNA Polymerase II Pre-transcription Events; TP53 Regulates Transcription of DNA Repair Genes; Formation of TC-NER Pre-Incision Complex; Dual incision in TC-NER; Gap-filling DNA repair synthesis and ligation in TC-NER",NA,15,0,80.9,92.7,88.6,114.7,100.2,110,101.9,114.8,123.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S100(100)]",0,"ENSG00000187735"
