"","Gene Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Direction","Checked","Protein FDR Confidence: Combined","Master","Accession","Description","Exp. q_value: Combined","Sum PEP Score","Coverage [%]","No Peptides","No Isoforms","No PSMs","No Unique Peptides","No AAs","MW [kDa]","calc. pI","Score Sequest HT: Sequest HT","No Peptides (by Search Engine): Sequest HT","Biological Process","Cellular Component","Molecular Function","Pfam IDs","Entrez Gene ID","Gene ID","Ensembl Gene ID","Reactome Pathways","WikiPathways","No Protein Pathway Groups","No Razor Peptides","Abundances (Grouped): 2G11_Control_DMSO_1","Abundances (Grouped): 2G11_Control_DMSO_2","Abundances (Grouped): 2G11_Control_DMSO_3","Abundances (Grouped): SI8_AD_Abeta42_1","Abundances (Grouped): SI8_AD_Abeta42_2","Abundances (Grouped): SI8_AD_Abeta42_3","Abundances (Grouped): SI8_AD_Abeta42_Losma_1","Abundances (Grouped): SI8_AD_Abeta42_Losma_2","Abundances (Grouped): SI8_AD_Abeta42_Losma_3","Found in Sample: [S1] F1: 126, Sample, 2G11_Control_DMSO_1","Found in Sample: [S2] F1: 127N, Sample, 2G11_Control_DMSO_2","Found in Sample: [S3] F1: 127C, Sample, 2G11_Control_DMSO_3","Found in Sample: [S10] F1: 131, Sample, 2G11_Losma","Found in Sample: [S4] F1: 128N, Sample, SI8_AD_Abeta42_1","Found in Sample: [S5] F1: 128C, Sample, SI8_AD_Abeta42_2","Found in Sample: [S6] F1: 129N, Sample, SI8_AD_Abeta42_3","Found in Sample: [S7] F1: 129C, Sample, SI8_AD_Abeta42_Losma_1","Found in Sample: [S8] F1: 130N, Sample, SI8_AD_Abeta42_Losma_2","Found in Sample: [S9] F1: 130C, Sample, SI8_AD_Abeta42_Losma_3","No Protein Groups","Modifications","missing","ENSEMBL"
"1430","ZDHHC14",0.106791668105465,6.56073861247681,0.643413435249213,0.535038629152029,0.610617512430847,-7.26446623451298,"NONE",FALSE,"High","Master Protein","Q8IZN3","Palmitoyltransferase ZDHHC14 [OS=Homo sapiens]",0,13.312,2,1,1,1,1,488,53.4,8.24,3.84,1,"protein metabolism;other metabolic processes;other biological processes","other membranes;ER/Golgi","other molecular function","Pf01529","79683","A6NDB7; hsa:79683; Q5JS07; Q5JS08; Q6PHS4; Q8IZN2; Q8IZN3; Q9H7F1","ENSG00000175048",NA,NA,0,0,113.5,125.3,81,106.7,131.9,114.1,68.1,87.6,75.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S455(100)]",0,"ENSG00000175048"
"1431","TRPT1",0.0849429837193698,6.66697925297804,0.642507472087902,0.535601872775421,0.610833163081403,-7.26508091613743,"NONE",FALSE,"High","Master Protein","Q86TN4","tRNA 2'-phosphotransferase 1 [OS=Homo sapiens]",0,15.2,7,1,1,1,1,253,27.7,9.98,3.23,1,"RNA metabolism OR transcription;other metabolic processes",NA,"other molecular function","Pf01885","83707","A8MU17; A8MYC9; F5H2B2; hsa:83707; Q86TN4; Q9BSB9","ENSG00000149743",NA,NA,0,0,82.8,88,89,100.6,65.2,118,121,119,129.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S240(99.4)]",0,"ENSG00000149743"
"1432","FAM193A",0.060775655247796,6.6312710967631,0.639077623056958,0.5377373773727,0.612840363039278,-7.26740081478443,"NONE",FALSE,"High","Master Protein","P78312","Protein FAM193A [OS=Homo sapiens]",0,25.309,4,3,3,10,3,1265,139.9,6.48,19.11,3,NA,NA,NA,"Pf15914","8603","B7ZM85; B9EGR0; E9PFA1; hsa:8603; O43607; P78311; P78312; P78313; Q9UEG8","ENSG00000125386",NA,NA,0,0,101.4,100.6,92.8,109.9,114.8,95.4,95,100,91.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S383(99.5); S1144(100)]",0,"ENSG00000125386"
"1433","PCDHGC3",0.0918011831690313,6.63504052937765,0.6313173820919,0.54258738557645,0.617936226978902,-7.27260761844668,"NONE",FALSE,"High","Master Protein","Q9UN70","Protocadherin gamma-C3 [OS=Homo sapiens]",0,4.429,2,2,4,4,2,934,101,5.21,9.37,2,"cell adhesion;cell organization and biogenesis;developmental processes;other biological processes","plasma membrane;other membranes","other molecular function","Pf00028, Pf08266, Pf15974, Pf16492","5098","hsa:5098; O60622; Q08192; Q9UN70; Q9Y5C4","ENSG00000240184",NA,NA,0,0,77.1,77.9,77.9,85,63.9,101.8,165.3,119.3,150.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S733(99.6); S769(100)]",0,"ENSG00000240184"
"1434","HS1BP3",-0.0832071668188128,6.63910986203479,-0.630689863514166,0.542980679008988,0.61795290665458,-7.27302610148435,"NONE",FALSE,"High","Master Protein","Q53T59","HCLS1-binding protein 3 [OS=Homo sapiens]",0,11.707,5,1,2,5,1,392,42.8,5.01,8.36,1,"other biological processes","mitochondrion;ER/Golgi","other molecular function","Pf00787","64342","B2RAW2; D6W529; hsa:64342; Q53T59; Q86VC2; Q8N367","ENSG00000118960",NA,NA,0,0,88.2,102.5,120.8,104.7,76.7,115.8,91.6,95.5,104.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S194(100)]",0,"ENSG00000118960"
"1435","GAB2",0.0697048500102087,6.65212614862563,0.628687835824332,0.544236540660281,0.618950546590647,-7.27435866456494,"NONE",FALSE,"High","Master Protein","Q9UQC2","GRB2-associated-binding protein 2 [OS=Homo sapiens]",0,42.923,11,6,6,7,6,676,74.4,8.31,18.57,6,"signal transduction;other biological processes","plasma membrane;other membranes;cytosol;other cell component","signal transduction activity or receptor binding;other molecular function","Pf00169","9846","A2RRM2; A6NEW9; A7MD36; hsa:9846; O60317; Q9UQC2","ENSG00000033327","PIP3 activates AKT signaling; Role of LAT2/NTAL/LAB on calcium mobilization; Constitutive Signaling by Aberrant PI3K in Cancer; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; RET signaling; Interleukin receptor SHC signaling; PI3K Cascade; Signaling by SCF-KIT; Signaling by CSF3 (G-CSF); Signaling by cytosolic FGFR1 fusion mutants; Signaling by CSF1 (M-CSF) in myeloid cells; Signaling by FLT3 fusion proteins; Signaling by FLT3 ITD and TKD mutants; STAT5 activation downstream of FLT3 ITD mutants; Interleukin-15 signaling; STAT5 Activation","RANKL/RANK signaling pathway; Prolactin signaling pathway; Thymic stromal lymphopoietin (TSLP) signaling pathway; B cell receptor signaling pathway; IL-3 signaling pathway; Kit receptor signaling pathway; Imatinib and chronic myeloid leukemia; BDNF-TrkB signaling; IL-4 signaling pathway; Ras signaling; EGF/EGFR signaling pathway; IL-2 signaling pathway; GDNF signaling; Interferon type I signaling pathways; T-cell receptor signaling pathway",32,0,87.9,89.4,93.6,93.1,114.5,92.8,114.7,101,124.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S148(99); S210(100); S223(100); S285(100); T391(100); S405(100)]",0,"ENSG00000033327"
"1436","STX1B",-0.0744572179767014,6.62704641611491,-0.626267493970829,0.545757048323271,0.62024756466823,-7.27596445164133,"NONE",FALSE,"High","Master Protein","P61266","Syntaxin-1B [OS=Homo sapiens]",0,11.716,6,1,1,1,1,288,33.2,5.38,4.13,1,"cell-cell signaling;cell organization and biogenesis;transport;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component","signal transduction activity or receptor binding;other molecular function","Pf00804, Pf05739","112755","hsa:112755; P61266; Q15531; Q2VPS2","ENSG00000099365","LGI-ADAM interactions; Toxicity of botulinum toxin type C (botC)","Synaptic vesicle pathway; 15q11q13 copy number variation",4,0,105.8,100.1,88.6,96.3,78.1,108.6,108.7,110.6,91.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S14(100)]",0,"ENSG00000099365"
"1437","PRKCE",-0.126506410842754,6.64688612545186,-0.622582621633975,0.54807665676346,0.62245031582322,-7.27839823814488,"NONE",FALSE,"High","Master Protein","Q02156","Protein kinase C epsilon type [OS=Homo sapiens]",0,35.993,5,2,2,6,2,737,83.6,7.12,18.99,2,"cell adhesion;cell-cell signaling;cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cell component","enzyme regulator activity;cytoskeletal activity;kinase activity;other molecular function","Pf00069, Pf00130, Pf00168, Pf00433","5581","B0LPH7; hsa:5581; Q02156; Q32MQ3; Q53SL4; Q53SM5; Q9UE81","ENSG00000171132","Role of phospholipids in phagocytosis; G alpha (z) signalling events; SHC1 events in ERBB2 signaling; DAG and IP3 signaling; Effects of PIP2 hydrolysis","Physiological and pathological hypertrophy of the heart; Oncostatin M signaling pathway; Myometrial relaxation and contraction pathways; G protein signaling pathways; VEGFA-VEGFR2 signaling; Wnt signaling pathway and pluripotency; Non-genomic actions of 1,25 dihydroxyvitamin D3; Hippo signaling regulation pathways; Gastrin signaling pathway; Osteoblast differentiation and related diseases; Kisspeptin/kisspeptin receptor system in the ovary; Opioid receptor pathways; Orexin receptor pathway; Chronic hyperglycemia impairment of neuron function; Calcium regulation in cardiac cells; HDAC6 interactions in the central nervous system",21,0,90.3,108.2,114.5,111.7,61.5,119.1,117.3,99.5,83.7,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T710(100)]",0,"ENSG00000171132"
"1438","DCTN1",0.056367955458561,6.67850282974585,0.620331504207612,0.549496507448709,0.623628859635809,-7.27987854089544,"NONE",FALSE,"High","Master Protein","Q14203","Dynactin subunit 1 [OS=Homo sapiens]",0,15.2,2,1,2,2,1,1278,141.6,5.81,10.34,1,"cell cycle OR cell proliferation;cell organization and biogenesis;transport;developmental processes;other biological processes","cytosol;cytoskeleton;nucleus;other cell component","cytoskeletal activity;other molecular function","Pf01302, Pf12455","1639","A8MY36; B4DM45; E9PFS5; E9PGE1; G5E9H4; hsa:1639; O95296; Q14203; Q6IQ37; Q9BRM9; Q9UIU1; Q9UIU2","ENSG00000204843","Signaling by ALK fusions and activated point mutants; MHC class II antigen presentation; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; COPI-mediated anterograde transport; COPI-independent Golgi-to-ER retrograde traffic; XBP1(S) activates chaperone genes","Vasopressin-regulated water reabsorption; HDAC6 interactions in the central nervous system",8,0,85.3,89.9,108.1,103.7,90.2,107.6,110.8,110.2,111,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T108(100)]",0,"ENSG00000204843"
"1439","RPS6KC1",-0.0541058722554224,6.66046481115387,-0.618777479134742,0.550477909345922,0.624308511502811,-7.28089755914228,"NONE",FALSE,"High","Master Protein","Q96S38","Ribosomal protein S6 kinase delta-1 [OS=Homo sapiens]",0,34.507,5,3,4,4,3,1066,118.6,4.87,14.18,3,"other metabolic processes;signal transduction","other membranes;other cytoplasmic organelle","kinase activity;other molecular function","Pf00069, Pf00787, Pf04212","26750","B1APS8; B3KVM4; D3DTA4; hsa:26750; Q8TDD3; Q96S38; Q9NSF4; Q9UL66","ENSG00000136643",NA,NA,0,0,94.1,103,105.2,96.4,88.5,115.4,97.6,103,107.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S282(99.5); S528(100); S664(99.5)]",0,"ENSG00000136643"
"1440","NAV1",0.0451295691446116,6.66461408539942,0.617540589940446,0.551259749430756,0.624761049354857,-7.2817069362443,"NONE",FALSE,"High","Master Protein","Q8NEY1","Neuron navigator 1 [OS=Homo sapiens]",0,207.258,13,16,18,31,16,1877,202.3,8.07,102.18,16,"cell organization and biogenesis;developmental processes","cytoskeleton;other cell component","other molecular function",NA,"89796","A8MS88; hsa:89796; Q5SVH1; Q5SVH2; Q5SVH3; Q5SVH7; Q5VUY9; Q8IVL2; Q8NEY1; Q96II1; Q9H7V9; Q9H9S9; Q9H9T5; Q9UGI1; Q9ULK7; Q9ULR9","ENSG00000134369",NA,NA,0,0,100.2,100.5,105.4,103.1,115.4,111.7,90.7,98.9,98.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S90(100); S199(100); S377(100); S391(100); S507(100); S541(99.4); S672(100); S760(100); S808(100); S954(100); S1000(100); S1181(98.6); S1253(100)]",0,"ENSG00000134369"
"1441","G3BP2",0.0560971936433265,6.64764768510264,0.61575913642301,0.552386924548132,0.62560406721898,-7.2828700292542,"NONE",FALSE,"High","Master Protein","Q9UN86-2","Isoform B of Ras GTPase-activating protein-binding protein 2 [OS=Homo sapiens]",0,45.601,4,1,3,8,1,449,50.8,5.38,40.38,1,NA,NA,NA,NA,NA,"Q9UN86-2",NA,NA,NA,0,0,93.9,95.3,101.6,111.4,92.5,107.2,97.3,109.5,93.8,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T227(99.2)]",0,"ENSG00000138757"
"1442","NOTCH2",0.0507854466781463,6.63212750981062,0.612054577906065,0.554735107388803,0.627827805311045,-7.28527875680287,"NONE",FALSE,"High","Master Protein","Q04721","Neurogenic locus notch homolog protein 2 [OS=Homo sapiens]",0,77.483,3,4,7,20,4,2471,265.2,5.14,38.16,4,"cell cycle OR cell proliferation;cell organization and biogenesis;stress response;developmental processes;signal transduction;other biological processes","non-structural extracellular;plasma membrane;other membranes;ER/Golgi;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00008, Pf00066, Pf06816, Pf07645, Pf07684, Pf12661, Pf12796","4853","hsa:4853; Q04721; Q5T3X7; Q99734; Q9H240","ENSG00000134250","NOTCH2 Activation and Transmission of Signal to the Nucleus; Pre-NOTCH Processing in Golgi; Pre-NOTCH Transcription and Translation; Notch-HLH transcription pathway; NOTCH2 intracellular domain regulates transcription; NOTCH4 Intracellular Domain Regulates Transcription; Pre-NOTCH Processing in the Endoplasmic Reticulum; Defective LFNG causes SCDO3","Neural crest differentiation; Notch signaling; Canonical and non-canonical Notch signaling; OSX and miRNAs in tooth development; Epithelial to mesenchymal transition in colorectal cancer; Breast cancer pathway; Head and neck squamous cell carcinoma; Osteoblast differentiation and related diseases; Genes controlling nephrogenesis; Nephrogenesis; Primary ovarian insufficiency; Notch signaling pathway",20,0,93.9,97.7,95.1,97,93.2,117.9,100.6,101.2,98.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S1778(100); T1802(100); S1804(99.5); S2081(100)]",0,"ENSG00000134250"
"1443","PUS1",0.0873615290451486,6.6739313275751,0.609443873003549,0.556393340909626,0.629106366361497,-7.28696818056955,"NONE",FALSE,"High","Master Protein","Q9Y606","Pseudouridylate synthase 1 homolog [OS=Homo sapiens]",0,3.699,4,1,1,1,1,427,47.4,8.41,2.15,1,"RNA metabolism OR transcription;other metabolic processes","mitochondrion;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf01416","80324","A8K877; B3KQC1; hsa:80324; Q8WYT2; Q9BU44; Q9Y606","ENSG00000177192",NA,NA,0,0,94.8,91.4,101,105.5,113.5,100.5,126.8,97.4,91.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T426(100)]",0,"ENSG00000177192"
"1444","SRCAP",-0.0631968592117795,6.61180622231649,-0.609062549618695,0.556635780040442,0.629106366361497,-7.28721438113795,"NONE",FALSE,"High","Master Protein","Q6ZRS2","Helicase SRCAP [OS=Homo sapiens]",0,30.792,2,3,3,4,3,3230,343.3,5.96,11.95,3,"cell organization and biogenesis;other biological processes","ER/Golgi;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00176, Pf00271, Pf07529","10847","B0JZA6; hsa:10847; O15026; Q6ZRS2; Q7Z744; Q9Y5L9","ENSG00000080603",NA,"Pathways affected in adenoid cystic carcinoma",1,0,106.2,103.5,97.7,99.2,114.3,93.8,84.7,94.6,101.9,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S1859(100); S2790(99.5); S3016(100)]",0,"ENSG00000080603"
"1445","PAXX",-0.071981326517518,6.65503892868304,-0.607508129578581,0.557624673953678,0.629787867053566,-7.28821651340399,"NONE",FALSE,"High","Master Protein","Q9BUH6","Protein PAXX [OS=Homo sapiens]",0,22.659,15,2,2,2,2,204,21.6,5.48,7.39,2,"DNA metabolism;other metabolic processes;stress response","nucleus;other cell component","other molecular function","Pf15384","286257","hsa:286257; Q8IY19; Q9BUH6","ENSG00000148362",NA,NA,0,0,92.8,108,98.8,89.3,116.9,94.1,102.5,97.4,116.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S148(100); S152(100)]",0,"ENSG00000148362"
"1446","IWS1",0.0806395150888912,6.60898208360084,0.604965489811598,0.559244396455879,0.631180397659747,-7.28985063834018,"NONE",FALSE,"High","Master Protein","Q96ST2","Protein IWS1 homolog [OS=Homo sapiens]",0,6.842,3,2,2,3,2,819,91.9,4.69,2.39,2,"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;transport;other biological processes","nucleus",NA,"Pf08711","55677","hsa:55677; Q2TB65; Q6P157; Q8N3E8; Q96MI7; Q96ST2; Q9NV97; Q9NWH8","ENSG00000163166","Formation of RNA Pol II elongation complex ; RNA Polymerase II Pre-transcription Events",NA,3,0,91.4,93.1,107.8,111.7,84,119.6,98.4,79.2,99.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S440(100)]",0,"ENSG00000163166"
"1447","NFIC",0.0766607242326591,6.64275781075983,0.601467399741751,0.561477097044807,0.633262351331807,-7.29208844257838,"NONE",FALSE,"High","Master Protein","P08651","Nuclear factor 1 C-type [OS=Homo sapiens]",0,15.618,3,1,1,3,1,508,55.6,8.38,8.57,1,"DNA metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes","nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00859, Pf03165, Pf10524","4782","A8K1H0; B7Z4U5; B7Z9C3; hsa:4782; K7EMU1; P08651; P08652; Q14932; Q9UPJ3; Q9UPJ9; Q9UPK0; Q9UPK1","ENSG00000141905","RNA Polymerase III Abortive And Retractive Initiation; RNA Polymerase III Transcription Termination",NA,2,0,89.8,87.5,100.6,101.3,75,122.9,98.3,106.5,114.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S339(99.7)]",0,"ENSG00000141905"
"1448","CLIP1",0.0415402596355561,6.65418761351108,0.600658029511604,0.561994401398192,0.633408054614537,-7.29260450069716,"NONE",FALSE,"High","Master Protein","P30622","CAP-Gly domain-containing linker protein 1 [OS=Homo sapiens]",0,35.282,4,3,4,5,3,1438,162.1,5.36,16.18,3,"cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes","other membranes;cytosol;cytoskeleton;nucleus;other cell component","cytoskeletal activity;other molecular function","Pf01302, Pf16641","6249","A0AVD3; hsa:6249; P30622; Q17RS4; Q29RG0","ENSG00000130779","RHO GTPases Activate Formins; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; RHO GTPases activate IQGAPs; EML4 and NUDC in mitotic spindle formation; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal","Microtubule cytoskeleton regulation; PAFAH1B1 copy number variation",9,0,98.3,98.2,101.2,104.6,108.2,105.9,101.5,99.2,94.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [T146(99.6); T182(100); S204(100)]",0,"ENSG00000130779"
"1449","EPRS1",-0.0617531243806928,6.64983899146584,-0.598705472719139,0.563243468480403,0.634377736756396,-7.29384680698425,"NONE",FALSE,"High","Master Protein","P07814","Bifunctional glutamate/proline--tRNA ligase [OS=Homo sapiens]",0,35.568,2,2,3,10,2,1512,170.5,7.33,31.45,2,"cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;other biological processes","plasma membrane;other membranes;cytosol;other cell component","nucleic acid binding activity;other molecular function","Pf00458, Pf00587, Pf00749, Pf03129, Pf03950, Pf09180, Pf20974","2058","A0AVA9; B9EGH3; hsa:2058; P07814; Q05BP6; Q05DF8; Q5DSM1; Q5H9S5; Q6PD57; Q86X73","ENSG00000136628","tRNA modification in the nucleus and cytosol; Selenoamino acid metabolism; Cytosolic tRNA aminoacylation","Parkinson's disease pathway; VEGFA-VEGFR2 signaling; Amino acid metabolism",6,0,98.5,94.2,95.3,93.2,75.6,112.7,113,102.1,114.3,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S886(99)]",0,"ENSG00000136628"
"1450","CTR9",-0.0552578900855512,6.59938569514906,-0.597763483587117,0.56384662322597,0.634619095934334,-7.29444480186417,"NONE",FALSE,"High","Master Protein","Q6PD62","RNA polymerase-associated protein CTR9 homolog [OS=Homo sapiens]",0,15.666,3,3,5,7,3,1173,133.4,6.77,6.15,3,"cell-cell signaling;cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;developmental processes;signal transduction;other biological processes","nucleus;other cell component","other molecular function","Pf13181, Pf13374","9646","D3DQV8; hsa:9646; Q15015; Q6PD62","ENSG00000198730","E3 ubiquitin ligases ubiquitinate target proteins; Formation of RNA Pol II elongation complex ; RNA Polymerase II Pre-transcription Events","Endoderm differentiation",5,0,101.8,113,106,109.3,106.1,102.9,81.7,94.1,79.5,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S970(100)]",0,"ENSG00000198730"
"1451","NMNAT1",-0.0787107597134291,6.56569038828334,-0.593869314050613,0.566343890931791,0.636990509993579,-7.29690762810384,"NONE",FALSE,"High","Master Protein","Q9HAN9","Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 [OS=Homo sapiens]",0,14.398,7,1,1,1,1,279,31.9,8.87,3.75,1,"other metabolic processes;stress response;other biological processes","nucleus;other cell component","other molecular function","Pf01467","64802","B1AN63; hsa:64802; Q8TAE9; Q9H247; Q9H6B6; Q9HAN9","ENSG00000173614","Nicotinate metabolism","NAD biosynthesis II (from tryptophan); NAD+ metabolism; NAD+ biosynthetic pathways",4,0,84.3,98.7,125.2,94,100.3,106.1,78.3,90.1,93,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S117(98.9)]",0,"ENSG00000173614"
"1452","PRRC2B",-0.0601374307541791,6.64933758257748,-0.592377106836774,0.567302452582585,0.63762920290274,-7.29784739677625,"NONE",FALSE,"High","Master Protein","Q5JSZ5","Protein PRRC2B [OS=Homo sapiens]",0,57.522,4,6,6,10,6,2229,242.8,8.34,34.43,6,"other biological processes",NA,NA,"Pf07001","84726","hsa:84726; O60270; Q5JSZ5; Q5JSZ7; Q66VZ2; Q68CR0; Q96EI9; Q9H683","ENSG00000288701",NA,NA,0,0,105.1,96,93.9,100.8,107.3,86.9,106.5,110.4,100.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S219(100); S388(100); S480(100); S556(100); S613(100); S853(100)]",0,"ENSG00000288701"
"1453","MLC1",-0.0776018502056557,6.62971699222887,-0.584423036727797,0.572427180757822,0.642946427389377,-7.30281964773859,"NONE",FALSE,"High","Master Protein","Q15049","Membrane protein MLC1 [OS=Homo sapiens]",0,78.138,8,3,8,26,3,377,41.1,7.49,68.28,3,"transport;other biological processes","plasma membrane;other membranes;cytosol;ER/Golgi;other cytoplasmic organelle;other cell component","other molecular function",NA,"23209","B3KW61; B7Z659; hsa:23209; Q15049; Q5JZ83; Q8TAG4; Q96RP5; Q9UGY8","ENSG00000100427",NA,NA,0,0,100.8,106.9,101.8,104.5,70.6,122.7,95.2,100.2,90,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S181(100); S357(100)]",0,"ENSG00000100427"
"1454","NCL",0.0842080109989896,6.64080375459266,0.582993726387086,0.573350775978315,0.643540898484601,-7.30370650805169,"NONE",FALSE,"High","Master Protein","P19338","Nucleolin [OS=Homo sapiens]",0,26.891,6,4,4,8,4,710,76.6,4.7,22.99,4,"developmental processes;other biological processes","plasma membrane;nucleus;other cell component","nucleic acid binding activity;other molecular function","Pf00076","4691","hsa:4691; P19338; Q53SK1; Q8NB06; Q9UCF0; Q9UDG1","ENSG00000115053","Respiratory syncytial virus (RSV) attachment and entry; Major pathway of rRNA processing in the nucleolus and cytosol","Pathogenic Escherichia coli infection; VEGFA-VEGFR2 signaling",4,0,85.6,89.4,90.8,89.3,127.7,87.1,100,129,113.4,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S67(100); S563(100)]",0,"ENSG00000115053"
"1455","ALKBH5",0.0840236467888795,6.57972458851926,0.575257725252124,0.578363864009226,0.648721529940246,-7.30847142566527,"NONE",FALSE,"High","Master Protein","Q6P6C2","RNA demethylase ALKBH5 [OS=Homo sapiens]",0,15.2,5,1,1,1,1,394,44.2,9.09,5.81,1,"cell cycle OR cell proliferation;cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;stress response;transport;other biological processes","cytosol;ER/Golgi;nucleus","other molecular function","Pf13532","54890","B4DVJ4; D3DXC6; hsa:54890; Q6P6C2; Q9NXD6","ENSG00000091542","Reversal of alkylation damage by DNA dioxygenases","Smith-Magenis and Potocki-Lupski syndrome copy number variation",2,0,62.2,67.3,75.5,61,87.7,67.1,154.6,153.2,217.1,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S371(100)]",0,"ENSG00000091542"
"1456","VAC14",0.084857505187272,6.6989382554035,0.573970378584275,0.579200412825667,0.649213649540857,-7.30925859277706,"NONE",FALSE,"High","Master Protein","Q08AM6","Protein VAC14 homolog [OS=Homo sapiens]",0,4.016,2,1,1,2,1,782,87.9,6.13,2.73,1,"other metabolic processes;signal transduction;other biological processes","other membranes;cytosol;ER/Golgi;other cytoplasmic organelle;other cell component","other molecular function","Pf11916, Pf12755","55697","B3KPJ5; B3KSM8; hsa:55697; Q08AM6; Q13174; Q6IA12; Q7L4Y1; Q9BW96; Q9H6V6","ENSG00000103043","Synthesis of PIPs at the Golgi membrane; Synthesis of PIPs at the early endosome membrane; Synthesis of PIPs at the late endosome membrane",NA,3,0,82.8,105.9,105.8,107.6,85.4,124.8,107,119.9,92.2,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S517(98.6)]",0,"ENSG00000103043"
"1457","TMF1",-0.0443365340381154,6.64411341248077,-0.57150822486087,0.580802217543477,0.650218387894179,-7.31075952739136,"NONE",FALSE,"High","Master Protein","P82094","TATA element modulatory factor [OS=Homo sapiens]",0,39.703,4,2,3,5,2,1093,122.8,4.92,14.95,2,"cell-cell signaling;cell organization and biogenesis;stress response;transport;developmental processes;signal transduction;other biological processes","other membranes;cytosol;ER/Golgi;nucleus","nucleic acid binding activity;other molecular function","Pf12325, Pf12329","7110","B7ZLJ2; hsa:7110; P82094; Q17R87; Q59GK0","ENSG00000144747","Retrograde transport at the Trans-Golgi-Network",NA,1,0,98,98.7,109.8,109.2,94.2,101.5,97.1,95.8,98.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S344(100); T401(100)]",0,"ENSG00000144747"
"1458","CARD19",-0.117490512693743,6.70258363544186,-0.571367820254621,0.580893633302521,0.650218387894179,-7.31084493677534,"NONE",FALSE,"High","Master Protein","Q96LW7-2","Isoform 2 of Caspase recruitment domain-containing protein 19 [OS=Homo sapiens]",0,15.2,13,1,1,1,1,183,20.6,8.1,4.18,1,NA,NA,NA,NA,NA,"Q96LW7-2",NA,NA,NA,0,0,136.2,89.6,115.6,110.8,101,101.9,75.5,102.9,130.6,"High","High","High","High","High","High","High","High","High","High",1,"Phospho [S113(100)]",0,"ENSG00000165233"
